Listing Title,Listing Email,Listing URL,Listing Address,Listing Short Description,Listing Long Description
Radio Bar,N/A,https://theradiobar.com/,3079 Government St,"The Radio Bar is a bar located in Baton Rouge, Louisiana.",N/A
Royal Hookah Lounge & Bar,info@royalhookah.com,https://royalhookah.com/,5830 S Sherwood Forest Blvd,"Royal Hookah Lounge & Bar is located at 5830 S Sherwood Forest Blvd in Baton Rouge, LA. They can be contacted at (225) 465-3830 or info@royalhookah.com. They are open Monday-Saturday from 8:00pm – 2:00am and Sunday from 6:00pm – 12am.","The page provides contact information for Royal Hookah Lounge & Bar, including their address, phone number, email, and hours of operation. It also includes a contact form for inquiries."
Silly Rabbit Comedy Club,contact@sillyrabbitcomedyclub.com,https://www.sillyrabbitcomedyclub.com,9945 Airline Hwy,Where laughter is the best medicine,"The Silly Rabbit Comedy Club hosts upcoming events, open mic nights and private events. They also sell merch."
The R&B Cocktail Lounge,N/A,N/A,3151 College Dr,N/A,N/A
Olive Or Twist,info@oliveortwistbr.com,https://www.oliveortwistbr.com/,7248 Perkins Rd,"Contact information for Olive or Twist: Bar + Kitchen, including email, phone number, and physical address.","The contact page provides an email form for inquiries, the general business email (info@oliveortwistbr.com), the owner's email (josh@oliveortwistbr.com), phone number (225-456-2188), and physical address (2122 Perkins Palm Ave. Suite A, Baton Rouge, LA 70808). It also lists the business hours, brunch hours, and happy hour times."
Mother’s Lounge,mothersloungebr@gmail.com,https://www.mothersloungebr.com/,143 3rd St,"A Baton Rouge queer lounge. Operated by queer people, for queer people.","You’re invited to set the social scene ablaze with your fierce self-expression and dazzling uniqueness. Share a culinary experience with friends, sip on inspired libations, or dance the night away. Whatever your fantasy, make it a reality at Mother’s Lounge."
LA Threaux,info@lathreaux.com,https://www.lathreaux.com/,39359 Airline Plaza Pl,"Axe throwing venue in Gonzales, LA offering a fun and safe axe-perience with electronic scoring systems and BYOB.","LA Threaux offers axe throwing in a Prohibition-themed venue. They host special events like birthday parties and bachelorette parties, offering custom packages. Dedicated ""axe""perts ensure a smooth and fun experience while prioritizing safety. They are located in Gonzales, Louisiana and welcome walk-ins. They also offer membership options."
Dark 30,N/A,https://dark-30-wine-craftcocktail-bar.wheree.com/,151 3rd St,Sophisticated wine & craft cocktail bar in downtown Baton Rouge with an intimate ambiance and extensive selection of spirits.,"Dark 30 Wine & CraftCocktail Bar emerges as a sophisticated yet inviting oasis in the heart of downtown Baton Rouge, seamlessly blending timeless elegance with a vibrant atmosphere. This establishment captivates patrons with its dim lighting and thoughtfully curated interior design, creating an intimate ambiance ideal for unwinding after a long day. The extensive selection of spirits, including crafted cocktails and rare wines, caters to diverse palates, setting Dark 30 apart from typical bars. Unparalleled customer service further enhances the experience, making it a preferred destination for both seasoned connoisseurs and those seeking a refreshing evening out. The inviting and knowledgeable staff contribute to a satisfying journey through the world of luxury libations. The bar frequently hosts wine tastings, adding an educational twist to the experience. With its evolving drink selection and a commitment to exceptional service, Dark 30 continues to attract a loyal clientele, many of whom have made it part of their weekly routine. Located conveniently in downtown Baton Rouge, it boasts a clean, vibrant atmosphere, perfect for date nights or casual gatherings. The establishment's unique vibe and friendly bartenders create an environment where patrons feel valued and appreciated, making Dark 30 a hidden gem worth exploring."
The Bulldog,N/A,https://www.thebulldog.bar/contact-3-1-2/,4385 Perkins Rd,"Contact information for The Bulldog Baton Rouge, including address, phone number, bar hours, and kitchen hours. Includes links to their Facebook, Untappd, and Instagram pages.","THE BULLDOG BATON ROUGE
4385 Perkins Rd.
Baton Rouge, LA 70808
225-303-9400

BAR HOURS:
Mon-Sat 11:30 a.m. - 2:00 a.m.
Sun 11:30 a.m. - 12:00 a.m.

KITCHEN HOURS:
Sun-Tue 11:30 a.m. - 10:00 p.m.
Wed-Sat 11:30 a.m. - 12:00 p.m.

over 21 only"
Coop's on 621,N/A,https://www.facebook.com/coopson621/,38058 Hwy 621,The good time your momma warned you about!,N/A
Fred's in Tigerland,fredsintigerland@gmail.com,https://www.fredsintigerland.com/,1184 Bob Pettit Blvd,Featured in BuzzFeed's Top College Bars in America,N/A
The Main Lobby,N/A,https://www.themainlobbybr.com/,668 Main St,"The Main Lobby is an exquisite bar nestled in the heart of downtown Baton Rouge, Louisiana, with a hotel lobby-themed establishment.","Welcome to The Main Lobby, an exquisite bar nestled in the heart of downtown Baton Rouge, Louisiana. Immerse yourself in the unique ambiance of our hotel lobby-themed establishment, where the spirit of hospitality is woven into every detail.

Discover the warmth and elegance of our indoor bar and lounge area, meticulously designed to evoke the charm of a luxurious hotel foyer. As you ascend to our rooftop bar, be captivated by breathtaking views of downtown Baton Rouge, creating a backdrop of urban allure for your unforgettable experiences.

At The Main Lobby, we transcend the ordinary, offering a curated blend of classic and contemporary. Our commitment to excellence is reflected not only in our crafted cocktails and delectable offerings but also in the seamless fusion of nostalgia and modernity that defines our space.

Join us on a journey where each visit is a celebration of the art of hospitality. The Main Lobby invites you to indulge in the sophistication of our themed setting and create lasting memories in the heart of Baton Rouge. Welcome to a place where every sip, every moment, is an invitation to savor the essence of refined living. Cheers to the extraordinary at The Main Lobby!"
City Bar Baton Rouge,blake@citybarbatonrouge.com,https://www.225liveevents.com/venue/detail/City%20Bar%20Baton%20Rouge/45,333 3rd St,"Clean and fancy place to hang out
City Bar is a popular establishment in Baton Rouge
Experience the vibrant nightlife of Baton Rouge at City Bar
Come out to citybar and dance all night with DJ Swerve
Chad Hughes says he is moving the business to 333 Third Street","City Bar is a popular establishment in Baton Rouge, LA, known for its vibrant atmosphere and wide selection of drinks. Patrons can enjoy a casual night out
Experience the vibrant nightlife of Baton Rouge at City Bar, where dancing, live music, and local flavors come together for an unforgettable evening.
The popular Cajun-themed downtown bar, will soon be on the move. The bar will shift into the building located at 333 3rd St., which is currently inhabited
Come out to citybar and dance all night with DJ Swerve! Our doors open at 9:30 and we are eager to see all of your faces! See you there!
Chad Hughes says he is moving the business to 333 Third Street, which houses his City Bar Baton Rouge and is the former home of his Rio Tacos"
The Jefferson Lounge,catmama10339@gmail.com,https://www.facebook.com/dive.bar.br.jeffersonlounge/,4336 Floynell Dr,A eclectic bar you don't want your coworkers to know...,"The Jefferson Lounge, Baton Rouge, Louisiana. 1225 likes · 3 talking about this · 6084 were here. A eclectic bar you don't want your coworkers to know..."
The Vineyard,N/A,N/A,11914 Coursey Blvd,N/A,N/A
Dead Poet,N/A,N/A,623 E Boyd Dr,N/A,N/A
Tiger Tavern,N/A,https://www.instagram.com/tiger_tavern/,14505 Hwy 44,"Locally owned military bar with drive-thru service, non-smoking, no cover charge, 21+ only. Features 9 daiquiri machines and 52 craft beer taps.","Tiger Tavern is a locally owned military bar located in Gonzales, Louisiana. It is a non-smoking establishment with no cover charge and is restricted to patrons 21 years of age and older. The bar offers a unique drive-thru service. Inside, customers can enjoy a wide variety of beverages, including daiquiris from 9 different machines and a selection of 52 craft beers on tap. The tavern regularly hosts events such as karaoke, live music, and trivia nights."
Bianka Restaurants & Lounge,bianka@biankarestaurants.com,https://www.biankarestaurants.com/,11575 Coursey Blvd,"Bianka Restaurants, your culinary home in Metairie and Baton Rouge, where food and community thrive. We focus on fresh ingredients and inspired recipes, offering a vibrant menu that blends traditional and modern flavors. More than just a dining spot, Bianka is a place for friends and family to enjoy great food and memorable.","Bianka Restaurants is a culinary destination with locations in Metairie and Baton Rouge. They offer a vibrant menu blending traditional and modern flavors, made with fresh ingredients. Besides the food, they offer premium hookah experience, handcrafted cocktails, fine wines, and premium spirits."
Big D's Daiquiris,doubleddaiq@aol.com,https://www.facebook.com/pages/Double%20%22D%22%20Daiquiris/127267330677039/,30614 La Hwy 16,Sports bar specializing in daiquiris.,The daiquiri selection is extensive and full bar for other preferences. Daytime drive thru or night spot to pull up a seat at the bar.
Bayou Bar,N/A,https://m.facebook.com/bayoubar1947/,12496 Airline Hwy,"Bayou Bar is a dive bar located in Gonzales, Louisiana.","Bayou Bar is a dive bar that has a Facebook page with 1.3K likes and 1.6K followers. The bar is located at 12496 Airline Hwy, Gonzales, LA, United States, Louisiana. The phone number is (225) 644-2327. The price range is $$. 92% of reviewers recommend this location."
Boomerang Comedy Theater,Travis@BoomerangComedy.com,https://www.boomerangcomedy.com/,455 Hearthstone Dr,Live Improv & Stand Up Comedy Shows in Baton Rouge.,Boomerang Comedy Theater in Baton Rouge offers live comedy shows. Looking for a not-so-ordinary night out? Want to lift your spirits with some belly laughs? Check out the talented funny people on stage at Boomerang Comedy Theater in Baton Rouge!
The Colonel’s Club,info@thecolonelsclub.com,https://thecolonelsclub.com/,2857 Perkins Rd,"Located in the heart of the vibrant Overpass Merchants District, The Colonel’s Club is minutes from LSU and downtown Baton Rouge.","Planning an event or have a question, fill out the form on the contact page."
Mike's In Tigerland,N/A,https://www.yelp.com/biz/mikes-in-tigerland-baton-rouge,1125 Bob Petit,"Mike's In Tigerland is a sports bar located at 1125 Bob Petit, Baton Rouge, LA 70820.",N/A
The Fat Cat Saloon,Junction44@yahoo.com,https://www.facebook.com/fatcatsaloon/, 17326 Airline Hwy,Just a laid back neighborhood bar and live music venue.,N/A
Pelican to Mars: Pet Friendly Bar,welcome@pelicantomars.com,https://pelicantomars.com/,2678 Government St,"Pelican to Mars is a bar located in Baton Rouge, LA. It offers a wide selection of beers, tiki cocktails, and hosts events such as trivia nights, yoga, and a silent book club.","Pelican to Mars in Baton Rouge, LA, is a versatile venue offering a range of experiences. They have tailored events for all occasions and a happy hour from 3:00 PM to 7:00 PM. They are known for Rum forward - Craft Cocktails, Food truck and pop ups, Beer - Draft - Bottles - Cans - Craft Beer. Regular events include Let's Get Quizzical trivia night every Tuesday, Free Outdoor Yoga every Monday, and The Pelican to Mars Silent Book Club monthly on every third Wednesday. The venue also offers drinks to go and gift cards."
The Vintage,laurel@thevintagebr.com,https://www.thevintagebr.com/,333 Laurel St,"Coffee, Beignets, Bubbles, Bites.","The Vintage Restaurant in Baton Rouge offers coffee, beignets, wines, bubbles, and bites. They focus on providing an experience where people can relax, enjoy themselves, and connect with friends. They also offer local small-batch crafted coffees, beignet mix, t-shirts, mugs and tumblers."
Club Raggs,ClubRaggs225@gmail.com,clubraggs.com,2605 Plank Rd,"A popular nightlife destination in Baton Rouge, LA, offering a vibrant atmosphere for patrons to socialize and enjoy music and drinks.","Club Raggs is a popular nightlife destination in Baton Rouge, LA, offering a vibrant atmosphere for patrons to socialize and enjoy music and drinks."
Topgolf,N/A,https://topgolf.com/us/baton-rouge/,10955 N Mall Dr,"Topgolf Baton Rouge is the premier entertainment destination in Baton Rouge, LA. Enjoy year-round comfort in our hitting bays with cooling fans in the summer and heated bays in the winter, all with HDTVs in every bay and throughout our sports bar and restaurant.","Topgolf Baton Rouge offers a climate-controlled environment with hitting bays, HDTVs, a sports bar and restaurant, Toptracer games, a rooftop terrace, private event spaces, and golf lessons."
Dreams,clubdreams2083@yahoo.com,https://www.facebook.com/people/Club-Dreams-Baton-Rouge/100068695973962/,2083 Dallas Dr,Nightclub/Cocktail Lounge/Dance Club. Serves alcohol. Hosts live events.,"Nightclub/Cocktail Lounge/Dance Club. Serves alcohol. Hosts live events. Known as ""King of The Party Scene"" and the Kings of Monday Night Madness!!"
Bogie's Bar,bogiesbar@gmail.com,https://www.bogiesbr.us/,705 E Boyd Dr,"Bogie's Bar aims to provide one of the most fun, safe and memorable college bar atmospheres in Baton Rouge and to be a staple of the college experience.","Let's be honest, life is all about balance. Ying and Yang. You can't have one without the other. You can't have a Wednesday night, Vyvanse fueled cram fest for an exam without a Thursday night at Bogie's.  Without that balance, life falls apart. Let us be the the much needed release and distraction from the more boring aspects of college life.  We're here to provide one of the most fun, safe and memorable college bar atmospheres in Baton Rouge. We've become a staple of the college experience and look forward to  continuing in that tradition for years to come!"
Laguna Beach Daiquiris,Lagunabeachdaq@gmail.com,https://www.facebook.com/lagunabeachdaiquiris,8028 Florida Blvd,"Live Entertainment, Pool, Darts, Fully Stocked Bar",N/A
Uncle Earl's ,events@uncleearls.com,https://uncleearls.com/,3753 Perkins Rd,"Upscale bar offering an extensive drink menu, live entertainment and special events. Perfect for a night out, watching a game, or hosting an event.","Uncle Earl’s is the perfect spot for a night out, to catch a game on the patio or venue for your next event. Offering an extensive bar menu, live entertainment and special events in an upscale environment."
13 social,N/A,https://13social.com/,350 3rd St,13 Social is a dive bar located in Downtown Baton Rouge.,"13 Social is a dive bar located Downtown that offers happy hour specials such as $6 mules & margaritas from 4:00 PM to 9:00 PM, Monday through Sunday."
Mid City Beer Garden,N/A,https://www.midcitybeergarden.com/,3808 Government St,"50+ Beers on Tap, Specialty Frozen Drinks and Craft Cocktails alongside Classic Bar Fare, Fresh bites and Locally.","Mid City Beer Garden in Baton Rouge, LA. 50+ Beers on Tap, Specialty Frozen Drinks and Craft Cocktails alongside Classic Bar Fare, Fresh bites and Locally inspired Eats in the Heart of Mid City."
Edge,LBR.GuestExperience@pennentertainment.com,https://www.lbatonrouge.com/entertainment/edge/,777 Lauberge Ave,"Socialize in style and experience live entertainment at this upscale social music lounge. Edge is the perfect setting to enjoy a late nightcap, chill with friends or unwind after a long day.","Edge is a social music lounge at L'Auberge Baton Rouge. It offers live entertainment and is suitable for late night drinks or relaxing with friends. The venue has weekly events like Service Industry Night on Sundays with drink specials, Karaoke every Sunday evening, and On the Edge: The Ultimate Music Challenge every Thursday. Live entertainment is featured all weekend. The page also lists upcoming entertainment events with dates, times and descriptions, such as On the Edge: The Ultimate Music Challenge on April 10, After 8 on April 11, DJ Atomic on April 12, and Karaoke Party on April 13. There is no cover charge for any of the listed events.  Must be 21+ to enter. Hours: Thursday & Sunday: 5 p.m. - 12 a.m., Friday & Saturday: 5 p.m. - 3 a.m."
Jubans Restaurant and Bar,N/A,https://www.jubans.com/,3739 Perkins Rd,"Contact Jubans restaurant via phone, physical address or contact form.","The contact page provides a contact form, phone number (225-346-8422), and physical address (3739 Perkins Road, Baton Rouge, Louisiana 70808) for Jubans Restaurant. It also lists lunch, dinner, and brunch hours."
BLDG5,hello@bldg5.com,https://bldg5.com/,2805 Kalurah St,"Contact form for comments, questions, or concerns regarding reservations, live music bookings, or career opportunities.","Comments, questions or concerns in regards to reservations, live music bookings or career opportunities? Fill out the form below or email hello@bldg5.com to contact us and we’ll be in touch as soon as we can."
Passé,N/A,https://www.passebatonrouge.com/,101 St Ferdinand St,Celebrates the magic of French-inspired Creole cuisine.,"At Passé, we celebrate the magic of French-inspired Creole cuisine. Our menu is a vibrant mosaic of flavors, colors, and tastes, crafted with care using the finest local ingredients. Where days start with a locally brewed coffee and end with a carefully crafted cocktail, our all-day menu will be sure to bring the spirit of Louisiana in every dish."
Varsity Theatre,N/A,https://varsitytheatre.com/,3353 Highland Rd,"Originally operated as a film theatre, The Varsity Theatre has been a staple in Baton Rouge since the 1930s. Reopened as Baton Rouge’s premiere live music venue in 1990 playing host to both local and nationally touring artists.","The Varsity first opened its doors in 1937, filling a variety of roles in the film-theatre industry until it’s closure in 1988. We reopened as Baton Rouge’s premiere live music venue in 1990 playing host to both local and nationally touring artists.

The Varsity is also an ideal space to host your next social, private, or corporate event. The Varsity Theatre is an ideal venue for weddings and receptions, birthday, cocktail, and graduation parties, award ceremonies and more. Our stage is sized and equipped to accommodate both local and touring acts, DJ's, or presenters with our professional sound and light rig and available projection screens. We can help fulfill your catering needs with food from the The Chimes or coordinate with an outside caterer of your choosing."
Bin 77 Bistro & SideBar,info@bin77.com,https://bin77.com/,10111 Perkins Rd,"Bin 77 is a bistro and sidebar offering wines from around the world, great food, and a comfortable, inviting atmosphere. They also host live music and offer catering and private party options.","Bin 77 Bistro & Sidebar is regularly described by customers as inviting, relaxing, and experiential. They encourage wine tasting and sharing wine knowledge. They offer wines from around the world, great food, live music, catering, and private parties."
The Beer Vault,thebeervaultds@gmail.com,https://www.facebook.com/TheBeerVault/,23610 LA Hwy 16,"Local neighborhood sports bar. Friendly atmosphere, cold beer, shot specials, and no drama. Come enjoy an after work beer and say hello.",N/A
George's Place,georgesplace@bellsouth.net,https://batonrouge.gaycities.com/2794-georges-place,860 Saint Louis St,"A friendly gay bar in Baton Rouge with karaoke, male dancers, and drag shows.","George's Place is a gay bar in Baton Rouge, Louisiana. It is known for its friendly staff, fair drink prices, karaoke, male dancers, and drag shows."
Big Dog Saloon,N/A,https://big-dog-saloon.wsite.top/,7857 Florida Blvd,Sports bar with friendly bartenders and a relaxing atmosphere.,"Big Dog Saloon is a sports bar located in Livingston Parish, Louisiana. It offers outdoor parking, a parking lot, and a casual ambiance. Customers have praised the friendly bartenders, great drinks, and relaxing atmosphere."
Red Stick Social,info.redsticksocial@gmail.com,https://redsticksocial.com/,1503 Government St,"Located inSide Mid City'S Electric Depot,
Red Stick Social iS the capital city'S premier entertainment venue.","WHAT IS RED STICK SOCIAL?
SOCIAL HOUSE
Baton Rouge�s newest live music venue in an intimate setting.Need to grab a coffee and catch up with friends? Laid back spot for a small meeting? Finish that pitch deck or term paper? Red Stick is the spot for you to stay connected with WiFi throughout.
LIVE MUSIC
Baton Rouge�s live music venue in an intimate setting.
FOOD & BEVERAGE
Locally inspired small plates with both indoor and covered outdoor seating, a pet-friendly beer garden, and rooftop patio. Breakfast, lunch, dinner, late night grub, Sunday brunch.
PRIVATE/GROUP EVENTS
Birthday parties, anniversaries, baby showers, holiday parties, special occasions or corporate events, let us tailor an unforgettable experience for groups of any size.
For private event inquiries please click here.
BOWLING
Featuring ten state of the art Brunswick lanes including four lanes in the VIP/private event area.
COMMUNITY EVENTS & IMPACT
We believe in supporting our local community and being active�from hosting events to supporting local charities�.we give back to those who support us."
Beer Bellys,N/A,N/A,57945 Main St,N/A,N/A
225 Crab Seafood & Bar,N/A,225crabbr.com,5252 S Sherwood Forest Blvd,A seafood restaurant.,225 Crab Juicy Seafood and Bar is a Tex-Mex restaurant opening a seafood spot at 5252 S Sherwood Forest Plaza.
End-Zone Daiquiri & Bar,N/A,https://www.instagram.com/accounts/login/?next=%2Ftheendzonedaiquiribr%2F&source=omni_redirect,6224 Plank Rd,N/A,N/A
Bengal Tap Room,N/A,N/A,421 3rd St,N/A,N/A
Rocca Pizzeria,social@roccapizzeria.com,https://www.roccapizzeria.com/,3897 Government St,Rocca Pizzeria is a restaurant.,Rocca Pizzeria is a restaurant.
Side Porch Daiquiris Bar,b@sideporchbar.com,https://sideporchbar.com/,6641 La Highway 1 S,"Side Porch Daiquiris is a bar offering daiquiris in Addis, Louisiana.","Side Porch Daiquiris is a bar located at 6641 Louisiana Highway 1, Addis, Louisiana. They offer a variety of daiquiris and have contact information available on their website."
Pizza Art Wine,info@pizzaartwine.com,https://www.pizzaartwine.com/,7673 Perkins Rd C1,"Pizza Art Wine offers pizza, art, and wine in Baton Rouge. They also host live music and events.",Pizza Art Wine offers a unique dining experience with a focus on art and wine. They have a variety of pizzas and also offer live music and events.
Squeaky Pete's,dustin@squeakypetesbr.com,https://www.squeakypetesbr.com/,326 3rd St,Downtown Baton Rouge's #1 & Only Country Bar and Dance Hall,Downtown Baton Rouge's 1st and only country bar! Catch us honky tonkin' and grab a cold one!
Prince Smoke Shop,N/A,https://www.instagram.com/princesmokeand/,9600 Florida Blvd,Prince Smoke and Vape,"The Instagram page for Prince Smoke and Vape. The page has 17 posts, 174 followers, and is following 4 accounts."
Churchill's,N/A,http://churchillsbr.com/,2561 Citiplace Ct,"A unique establishment in the heart of Baton Rouge. Buy a cigar, a bottle of wine or spirit in the retail area. Grab a...","A unique establishment in the heart of Baton Rouge. Buy a cigar, a bottle of wine or spirit in the retail area. Grab a..."
Drew & Willie's Sports Bar,N/A,N/A,6865 Magnolia Beach Rd,N/A,N/A
Solera Bar & Tasting Room,info@solerabr.com,https://solerabr.com/,4205 Perkins Rd,Restaurant and Wine Bar,The bar at Solera is the perfect place to meet and take in Baton Rouge’s most unique atmosphere. Order one of our custom cocktails or enjoy one of our amazing wines.
Brickyard South,broge15@gmail.com,http://www.brickyardsouth.com/,174 S Blvd,"Baton Rouge Louisiana's unofficial official dive bar catering to local artists, musicians, service industry heroes, the Baton Rouge Zydeco hockey team and nice people who still like to have a few drinks, hang out and get weird.","Baton Rouge Louisiana's unofficial official dive bar catering to local artists, musicians, service industry heroes, the Baton Rouge Zydeco hockey team and nice people who still like to have a few drinks, hang out and get weird. Voted #1 Bar of All Time."
The Bookstore,thebookstorebar@gmail.com,https://www.facebook.com/TheBookstoreBar/about_contact_and_basic_info,10466 Airline Hwy,The Bookstore is a bar.,The Bookstore is a bar.
Club Coozan,N/A,https://rockitbandla.com/locations/club-coozan/,10920 Mead Rd,A live music venue in Baton Rouge associated with Rock-It band.,"Club Coozan is a venue located at 10929 Mead Road, Baton Rouge, Louisiana. It is associated with Rock-It band."
Club Secret,info@barandclub.com,https://www.barandclub.com/united-states/louisiana/plaquemine/venues/club-secret,23090 W St,N/A,"Bar And Club is a nightlife marketing company transforming the way you discover the best spots to drink and party. By partnering with your favorite venues, we keep you informed and updated on happy hour specials and nightlife events in your area."
Frankie’s Dawg House,N/A,N/A,6166 Siegen Ln,N/A,N/A
Clicks Billiards,N/A,https://www.clicks.com/,5124 Corporate Blvd,"CLICKS Billiards - Billiards, Games, Sports, Bar & Grill","At Clicks Billiards, our mission is to provide an entertaining space where friends and family can gather to enjoy great food, engage in friendly competition, and create lasting memories. Established in multiple vibrant locations, we take pride in offering a unique experience that combines delicious American fare with the excitement of billiards."
Coconut Willy’s Daiquiris,N/A,https://www.facebook.com/coconutwillys/,35055 Hwy 16,"Visit any of our locations in Watson, Zachary, Central, Southside Denham Springs, and French Settlement","Visit any of our locations in Watson, Zachary, Central, Southside Denham Springs, and French Settlement. Hours vary by location."
Tiger Paw Daiquiris-LSU,N/A,https://www.instagram.com/tigerpawlsubenhur/,5635 Nicholson Dr,LSU's newest drive thru daiquiri shop.,LSU's newest drive thru daiquiri shop. Open 7 days a week.
Agave Blue Tequila & Taco Bar,N/A,https://www.agavebluela.com/,17097 Airline Hwy,"Mexican restaurant and tequila bar serving fresh, authentic food and handmade margaritas.","Agave Blue opened in Prairieville, LA on November 27, 2015, and it is run by husband and wife duo Stephanie and Sergio Rubio. Being partners in other restaurants, we also wanted to open our own concept so that we could be 100% ourselves, from our food down to the décor. We have put our heart and soul into this entire place, which we consider a family restaurant because you will often see our children around or helping us out as well. We want parents to feel comfortable coming here with their families as well, as they will be welcomed by our family. In addition to our fresh authentic food, we also love the bar area that Stephanie runs. All of our margaritas are hand made with fresh ingredients, with the exception of our frozen and citrus on the rocks. We hand squeeze our lemon and lime juice, use fresh fruits, and use a high quality tequila el Jimador in all of our margaritas. We pride ourselves on the freshness of our drinks and our food. Sergio is very hands on and runs our kitchen. He also painstakingly chose each and every item for the menu making sure to be as authentic and fresh as possible. Being from Queretaro, Mexico, he has a great eye for flavor and a passion for food. We plan on adding special tacos from time to time, so be on the look out for our new ideas! We hope that everyone that comes here enjoys their visit and comes back again and again. Agave Blue is the Mexican Restaurant that has it all, and we think you will fall in love with Prairieville's best Taco & Tequila bar!"
Our Mom's,N/A,https://www.ourmomsrestaurant.com/,250 W Lee Dr,"Our Mom's Restaurant and Bar is the ideal place to grab family dinner and unwind after work. With rotating taps, handcrafted cocktails, and killer happy hour specials every night of the week, Our Mom's is perfect for your next celebration. Serving up burgers, salads, and everything in-between, Our Mom's offers a little dose of home in every bite.","With locations in Hammond and Baton Rouge, Our Mom's Restaurant and Bar is the ideal place to grab family dinner and unwind after work. With rotating taps, handcrafted cocktails, and killer happy hour specials every night of the week, Our Mom's is perfect for your next celebration. Serving up burgers, salads, and everything in-between,  Our Mom's offers a little dose of home in every bite. So come, relax, and have a drink with us...and remember... Nobody does it better than Our Mom's."
Dancers,dancersmensclub@ymail.com,https://www.instagram.com/dancersmensclub/,5755 Airline Hwy,Urban Gentlemen's club in Baton Rouge.,"#1 Urban Gentlemen's club. Located at 5755 Airline Hwy Baton Rouge, LA. Must be 21+ years of age."
Skeeters'lounge,swampdarts@skeeterslounge.com,http://skeeterslounge.com,10763 Old Hammond Hwy,Bar/Lounge in Baton Rouge. Possibly closed.,"Skeeters Lounge is located at 10763 Old Hammond Hwy Baton Rouge, LA. It appears to be a bar/lounge. It may be permanently closed."
Swamp Shack Daiquiris,N/A,https://swampshackdaiquiris.com/,812 Lobdell Hwy,"Swamp Shack offers a variety of daiquiri flavors, over ice and gallon drinks, singles, 6-packs, 12-packs, and cases of premium domestic beer, non-alcoholic daiquiris, smoothies and so much more!","Swamp Shack Daiquiris in Port Allen, LA, offers 18 original daiquiri flavors, gallon-sized mixed drinks like Cajun Bloody Mary and Swamp Water Iced Tea, and 11 non-alcoholic daiquiris and smoothies. They promise one liter of liquor per gallon with great flavor. The establishment aims to provide a Swamp Feel and Cajun Atmosphere."
The Station Sports Bar and Grill,info@thestationbr.com,https://thestationbr.com/,4608 Bennington Ave,"The Station in Baton Rouge, Louisiana is a must-visit spot for locals and visitors, offering the best beer, sports, and burgers around. With over 100 beers and multiple big screens showing local sports, our sports bar, located inside actual train cars, offers a unique and fun atmosphere with one of the largest sports memorabilia collections in South Louisiana.","The Station in Baton Rouge, Louisiana is a must-visit spot for locals and visitors. It offers a unique atmosphere with a sports bar located inside actual train cars, featuring over 100 beers, multiple big screens for sports, and one of the largest sports memorabilia collections in South Louisiana. They host live music on Thursdays, karaoke Thursday-Saturday, and Open Mic Comedy on Wednesdays. It's a great spot for LSU game days with free touchdown shots and private room rentals. They also offer bar catering services."
Eliza Restaurant & Bar,hello@elizabatonrouge.com,http://elizabatonrouge.com/,7970 Jefferson Hwy,"Scratch kitchen focused on using local, seasonal products.","We are a scratch kitchen focused on using local, seasonal products. As such, our menu changes often and there may be limited availability with certain dishes. Please consult the most current menu before visiting. Thank you."
Keilas Bar & Lounge,N/A,https://www.facebook.com/p/Keilas-Bar-and-Lounge-100054617162758/,1533 N Acadian Thruway W,Total Adult Atmosphere,"This Facebook page promotes Keila's Bar and Lounge, highlighting daily specials, events like Tacos & Tequila Tuesdays, Early Happy Hour, Blue Mondays, and themed parties. The bar is located at 5035 Plank Rd, Baton Rouge, LA."
Old New Orleans Bar & Grill,N/A,N/A,648 Lobdell Ave,N/A,N/A
Premier Sound Services of Louisiana,N/A,https://pssdj.com/,3348 Drusilla Ln,"Professional DJ Entertainment in Baton Rouge, LA offering Wedding Reception, Ceremony Systems, Photobooths, Monogram and Uplighting.","PSSDJ offers DJs for any occasion, including weddings, corporate events, galas, fashion shows, fundraisers, and family/company picnics. They provide great music with custom playlists and online planning tools. They also offer photobooths, decorative uplights and monogram projection."
The Lost Cove,Derek@DiversifiedServicesLLC.com,thelostcove.com,5625 Essen Ln,The Lost Cove is a full hook up RV park on Smith Lake. We offer boat slip rental and storage as well.,The Lost Cove is a full hook up RV park on Smith Lake. They offer boat slip rental and storage.
MID TAP,N/A,N/A,660 Arlington Creek Centre Blvd,N/A,N/A
Chengs Restaurant & Bar,N/A,https://chengsrestaurant.net/,7951 One Calais Ave,"Cheng's Restaurant & Bar offers authentic Chinese food in Baton Rouge, with fresh, cook-to-order dishes.","Cheng's Restaurant and Bar is located at 7951 One Calais Ave #3403, Baton Rouge, LA 70809. They specialize in Hunan & Sichuan cuisine made with locally sourced and quality ingredients. They have over 300 5-star reviews on Google and Yelp and offer over 100 authentic Chinese menu items."
Big Mike's Sports Bar & Grill,bigmikesds123@gmail.com,https://bigmikessportsbarandgrill.com/,123 Aspen Sq,"Known for tasty burgers, signature sandwiches, steaks, catfish, and shrimp.","Big Mike’s is located near l-12 just off Range in the bustling heart of Denham Springs. Stop in for lunch or dinner, or just to enjoy a drink with friends."
